0.496196463	0.015	0.521875
0.496196463	0	0.547855
0.496196463	-0.03	0.547855
0.496196463	0.015	0.573835
0.496196463	0.03	0.547855
0.496196463	0.135	0.682855
0.496196463	-0.015	0.573835
0.496196463	-0.015	0.521875
0.496196463	0.135	0.547855
0.496196463	0.21231	0.731065
0.496196463	0.225	0.65392
0.496196463	0.225	0.44392
0.496196463	0	0.682855
0.496196463	-0.135	0.547855
0.496196463	0.21231	0.4315
0.496196463	0.135	0.412855
0.496196463	-0.135	0.682855
0.496196463	-0.135	0.775
0.496196463	-0.225	0.6625
0.496196463	0.045	0.775
0.496196463	-0.045	0.775
0.496196463	-0.225	0.475
0.496196463	-0.225	0.775
0.496196463	-0.225	0.547855
0.496196463	-0.225	0.4375
0.496196463	0.225	0.547855
0.496196463	0.135	0.475
0.496196463	-0.135	0.412855
0.496196463	0	0.412855
0.496196463	-0.135	0.475
0.496196463	0.135	0.775
0.496196463	0.045	0.475
0.496196463	-0.045	0.475
